genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1326
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,631
Approve,NA,Change my behavior causing me to cite more women,840
Approve,f,Change my behavior causing me to cite more women,641
Approve,m,Change my behavior causing me to cite more women,795
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1646
Approve,NA,Change my behavior causing me to cite more women,882
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1528
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,651
Approve,f,Change my behavior causing me to cite more women,430
Approve,m,Change my behavior causing me to cite more women,199
Approve,NA,Change my behavior causing me to cite more women,571
Approve,NA,Change my behavior causing me to cite more women,553
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,790
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,746
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,422
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,428
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1683
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1786
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,437
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1265
