treatment,standardized,gender,Subfield,Rank,resp_gender,age,paradigm,contact_group,sample,ResponseId
rank_gender,Kenneth Waltz,m,${e://Field/CountryAdj} Foreign Policy,Assistant Professor,f,NA,Realism,Turkey 2017,International,270
rank_gender,Joseph S. Nye Jr.,m,European Studies/European Integration,NA,f,NA,Other,Ukraine 2017,International,278
rank_gender,Martha Finnemore,f,International/Global Security,Full Professor,m,54,Non-paradigmatic,Switzerland 2017,International,455
rank_gender,Robert O. Keohane,m,European Studies/European Integration,Other,m,NA,Other,Germany 2017,International,20
rank_gender,Kenneth Waltz,m,International Organization(s),Other,m,NA,Liberalism,Germany 2017,International,102
rank_gender,Andrew Moravcsik,m,U.S. Foreign Policy,Other,m,NA,Liberalism,Germany 2017,International,576
rank_gender,Martha Finnemore,f,European Studies/European Integration,Full Professor,m,42,Liberalism,Germany 2017,International,174
rank_gender,Henry Kissinger,m,International/Global Security,NA,m,NA,Non-paradigmatic,Taiwan 2017,International,14
rank_gender,Barry Buzan,m,International Relations of a particular region/country,Assistant Professor,m,NA,Constructivism,Philippines 2017,International,467
rank_gender,Alexander Wendt,m,International Relations of a particular region/country,NA,m,48,Constructivism,Israel 2017,International,515
rank_gender,Steve Smith,m,Other,Full Professor,m,53,Constructivism,Ireland 2017,International,514
rank_gender,Robert O. Keohane,m,International/Global Security,Other,f,NA,Constructivism,Ireland 2017,International,373
rank_gender,Kenneth Waltz,m,International Relations Theory,Associate Professor,m,49,Other,Israel 2017,International,347
rank_gender,Robert Jervis,m,International/Global Security,Associate Professor,m,43,Constructivism,Israel 2017,International,460
rank_gender,Amitav Acharya,m,Gender in IR,NA,f,44,Other,Israel 2017,International,135
rank_gender,Kenneth Waltz,m,International/Global Political Economy,Other,m,NA,Other,Philippines 2017,International,477
rank_gender,Kenneth Waltz,m,International/Global Environmental Politics,Assistant Professor,m,37,Non-paradigmatic,Ireland 2017,International,484
rank_gender,Lene Hansen,f,International/Global Security,Associate Professor,f,NA,Constructivism,Philippines 2017,International,157
rank_gender,Henry Kissinger,m,International/Global Health,Other,m,NA,Constructivism,Philippines 2017,International,396
rank_gender,Robert O. Keohane,m,Global Civil Society,NA,m,53,Other,Israel 2017,International,118
rank_gender,Henry Kissinger,m,Other,NA,m,56,Non-paradigmatic,Israel 2017,International,505
rank_gender,John J. Mearsheimer,m,International Relations Theory,NA,NA,NA,Realism,Israel 2017,International,354
rank_gender,John J. Mearsheimer,m,International Relations Theory,NA,NA,NA,Realism,Israel 2017,International,354
rank_gender,Mie Oba,f,I am not an IR scholar,Assistant Professor,m,NA,Liberalism,Philippines 2017,International,485
rank_gender,Kenneth Waltz,m,${e://Field/CountryAdj} Foreign Policy,Associate Professor,m,NA,Realism,Philippines 2017,International,480
rank_gender,Michael Tomz,m,International/Global Security,Assistant Professor,m,NA,Non-paradigmatic,Hong Kong 2017,International,387
rank_gender,Stephen M. Walt,m,Human Security,Assistant Professor,f,NA,Realism,Philippines 2017,International,504
rank_gender,Stephen Waltz,m,Human Security,Assistant Professor,f,NA,Realism,Philippines 2017,International,504
rank_gender,Roland Bleiker,m,Gender in IR,Other,f,NA,Other,Ireland 2017,International,416
rank_gender,Joseph S. Nye Jr.,m,International Relations of a particular region/country,NA,f,41,Realism,Israel 2017,International,103
rank_gender,Michael J. Tierney,m,International/Global Political Economy,Assistant Professor,m,NA,Non-paradigmatic,Ireland 2017,International,75
rank_gender,Robert Gilpin,m,International Relations Theory,Associate Professor,NA,65,Other,South Africa 2017,International,169
rank_gender,Francis Fukuyama,m,${e://Field/CountryAdj} Foreign Policy,NA,f,NA,Non-paradigmatic,Philippines 2017,International,199
rank_gender,Robert Jervis,m,International Relations of a particular region/country,Assistant Professor,m,49,Realism,Israel 2017,International,241
rank_gender,Cynthia Enloe,f,${e://Field/CountryAdj} Foreign Policy,Assistant Professor,f,44,Constructivism,Ireland 2017,International,305
rank_gender,Alexander Wendt,m,NA,NA,NA,NA,NA,NA,International,141
rank_gender,Kenneth Waltz,m,Human Security,Full Professor,f,NA,Constructivism,Philippines 2017,International,511
rank_gender,Charles P. Kindleberger,m,${e://Field/CountryAdj} Foreign Policy,Full Professor,NA,60,Other,South Africa 2017,International,348
rank_gender,Kenneth Waltz,m,Other,Other,m,NA,Realism,Hong Kong 2017,International,520
rank_gender,Erik Voeten,m,International/Global Security,Assistant Professor,m,NA,Liberalism,Netherlands 2017,International,507
rank_gender,Barry Buzan,m,International Relations of a particular region/country,Other,f,41,Other,Netherlands 2017,International,415
rank_gender,Kenneth Abbott,m,International/Global Environmental Politics,Assistant Professor,m,NA,Non-paradigmatic,Netherlands 2017,International,81
rank_gender,Joseph S. Nye Jr.,m,Other,Emeritus,m,NA,Realism,Netherlands 2017,International,285
rank_gender,Johan Peder Olsen,m,Other,Assistant Professor,m,45,Other,Netherlands 2017,International,400
rank_gender,James March,m,Other,Assistant Professor,m,45,Other,Netherlands 2017,International,400
rank_gender,Ted Hopf,m,${e://Field/CountryAdj} Foreign Policy,Other,NA,NA,Constructivism,Finland 2017,International,171
rank_gender,Martha Finnemore,f,International/Global Ethics,Other,NA,47,Non-paradigmatic,Sweden 2017,International,458
rank_gender,Martha Finnemore,f,International/Global Security,Associate Professor,NA,NA,Non-paradigmatic,Sweden 2017,International,138
rank_gender,Eric Helleiner,m,International/Global Political Economy,Associate Professor,NA,NA,Constructivism,Sweden 2017,International,395
rank_gender,G. John Ikenberry,m,International Relations of a particular region/country,Other,NA,NA,Liberalism,Denmark 2017,International,49
rank_gender,James Fearon,m,Other,Associate Professor,NA,NA,Non-paradigmatic,Sweden 2017,International,470
rank_gender,Joseph S. Nye Jr.,m,Comparative Foreign Policy,Associate Professor,NA,NA,Non-paradigmatic,Sweden 2017,International,288
rank_gender,Robert Putnam,m,European Studies/European Integration,Other,NA,25,Non-paradigmatic,Norway 2017,International,578
rank_gender,Robert Putnam,m,European Studies/European Integration,Other,NA,25,Non-paradigmatic,Norway 2017,International,578
rank_gender,Séverine Autesserre,f,International/Global Security,Assistant Professor,f,40,Liberalism,Netherlands 2017,International,26
rank_gender,Robert O. Keohane,m,Development studies,Other,NA,42,Constructivism,Sweden 2017,International,426
rank_gender,Stephen M. Walt,m,International/Global Security,Assistant Professor,m,NA,Realism,United Kingdom 2017,International,423
rank_gender,Cynthia Enloe,f,Religion in IR,Assistant Professor,f,38,Constructivism,United Kingdom 2017,International,541
rank_gender,Roxanne L. Doty,f,International/Global Security,Assistant Professor,m,NA,Constructivism,United Kingdom 2017,International,213
rank_gender,Cynthia Enloe,f,International Organization(s),Associate Professor,f,44,Constructivism,United Kingdom 2017,International,54
rank_gender,David A. Lake,m,Other,Full Professor,m,46,Non-paradigmatic,United Kingdom 2017,International,182
rank_gender,Justin Rosenberg,m,International Relations of a particular region/country,Assistant Professor,m,37,Constructivism,United Kingdom 2017,International,59
rank_gender,Robert O. Keohane,m,International Relations Theory,Full Professor,m,47,Other,United Kingdom 2017,International,76
rank_gender,Helen V. Milner,f,International/Global Environmental Politics,Assistant Professor,m,NA,Liberalism,United Kingdom 2017,International,341
rank_gender,Martha Finnemore,f,Development studies,Assistant Professor,m,NA,Constructivism,United Kingdom 2017,International,33
rank_gender,Alexander Wendt,m,International/Global Security,Assistant Professor,m,NA,Constructivism,United Kingdom 2017,International,284
rank_gender,Colin Wight,m,International Relations Theory,Assistant Professor,f,35,Other,United Kingdom 2017,International,304
rank_gender,Cynthia Enloe,f,International/Global Security,Full Professor,m,47,Other,Sweden 2017,International,9
rank_gender,Lene Hansen,f,International/Global Security,Associate Professor,m,NA,Non-paradigmatic,United Kingdom 2017,International,243
rank_gender,Ellen Wood,f,International/Global History,Associate Professor,m,NA,Other,United Kingdom 2017,International,186
rank_gender,John J. Mearsheimer,m,U.S. Foreign Policy,Associate Professor,NA,NA,Other,United Kingdom 2017,International,150
rank_gender,John J. Mearsheimer,m,U.S. Foreign Policy,Associate Professor,NA,NA,Other,United Kingdom 2017,International,150
rank_gender,Robbie Shilliam,m,Global Civil Society,Other,NA,NA,Other,United Kingdom 2017,International,523
rank_gender,Pierre Bourdieu,m,International Relations Theory,Full Professor,f,56,Non-paradigmatic,United Kingdom 2017,International,389
rank_gender,Emanuel Adler,m,International/Global Security,Other,f,29,Constructivism,United Kingdom 2017,International,98
rank_gender,John Hobson,m,International/Global History,Associate Professor,m,44,Non-paradigmatic,United Kingdom 2017,International,143
rank_gender,Kathryn A. Sikkink,f,Gender in IR,Associate Professor,f,47,Constructivism,Sweden 2017,International,29
rank_gender,Ole Wæver,m,International/Global Security,Assistant Professor,NA,NA,Constructivism,Denmark 2017,International,528
rank_gender,Daniel H. Nexon,m,International/Global History,Associate Professor,NA,NA,Non-paradigmatic,Norway 2017,International,330
rank_gender,David Harvey,m,Development studies,Associate Professor,NA,NA,Other,Sweden 2017,International,140
rank_gender,Lene Hansen,f,European Studies/European Integration,Other,NA,33,Non-paradigmatic,Norway 2017,International,357
rank_gender,Robert O. Keohane,m,International Organization(s),Other,NA,41,Non-paradigmatic,Sweden 2017,International,100
rank_gender,Siba N. Grovogui,m,Other,Other,NA,NA,Other,United Kingdom 2017,International,41
rank_gender,Alexander Wendt,m,Other,Associate Professor,m,41,Other,United Kingdom 2017,International,573
rank_gender,Martha Finnemore,f,International Organization(s),Other,f,NA,Liberalism,United Kingdom 2017,International,79
rank_gender,Iver B. Neumann,m,International Relations Theory,Full Professor,m,58,Constructivism,Singapore 2017,International,192
rank_gender,Cynthia Weber,f,International Relations Theory,Assistant Professor,f,35,Other,United Kingdom 2017,International,542
rank_gender,Kathryn A. Sikkink,f,International Relations Theory,Associate Professor,NA,NA,Other,United Kingdom 2017,International,142
rank_gender,Robert O. Keohane,m,International/Global Political Economy,Assistant Professor,NA,NA,Liberalism,Singapore 2017,International,187
rank_gender,Laura Sjoberg,f,Other,Assistant Professor,NA,NA,Non-paradigmatic,United Kingdom 2017,International,572
rank_gender,Alexander Wendt,m,International/Global Political Economy,Full Professor,m,57,Constructivism,United Kingdom 2017,International,274
rank_gender,Helen V. Milner,f,European Studies/European Integration,Assistant Professor,f,NA,Non-paradigmatic,Netherlands 2017,International,8
rank_gender,Michael Smith,m,Comparative Foreign Policy,Assistant Professor,NA,NA,Non-paradigmatic,United Kingdom 2017,International,34
rank_gender,Hans Morgenthau,m,International/Global Environmental Politics,Associate Professor,NA,NA,Non-paradigmatic,Sweden 2017,International,323
rank_gender,Judith L. Goldstein,f,International Organization(s),Full Professor,NA,NA,Liberalism,Norway 2017,International,252
rank_gender,Alexander Wendt,m,European Studies/European Integration,Assistant Professor,f,NA,NA,Netherlands 2017,International,329
rank_gender,Richard Ned Lebow,m,International Relations Theory,Assistant Professor,f,41,Realism,United Kingdom 2017,International,219
rank_gender,Hans Morgenthau,m,European Studies/European Integration,Other,NA,NA,Constructivism,Sweden 2017,International,531
rank_gender,R. Charli Carpenter,f,International/Global Political Economy,Associate Professor,NA,NA,Constructivism,Denmark 2017,International,51
rank_gender,Martha Finnemore,f,International/Global Political Economy,Associate Professor,m,NA,Constructivism,United Kingdom 2017,International,11
rank_gender,G. John Ikenberry,m,International Relations of a particular region/country,Assistant Professor,m,40,Non-paradigmatic,Singapore 2017,International,87
rank_gender,Cynthia Enloe,f,International/Global Political Economy,Assistant Professor,m,35,Other,United Kingdom 2017,International,408
rank_gender,Joseph S. Nye Jr.,m,Human Security,Other,m,37,Constructivism,Singapore 2017,International,115
rank_gender,G. John Ikenberry,m,International/Global Security,Assistant Professor,m,NA,Non-paradigmatic,Singapore 2017,International,230
