treatment,standardized,gender,Country,Subfield,Rank,Ethnicity,resp_gender,age,paradigm,sample,ResponseId
rank_gender,John J. Mearsheimer,m,US,European Studies/European Integration,Assistant Professor,1,m,41,Non-paradigmatic,US,465
rank_gender,Samuel P. Huntington,m,US,International/Global Security,Associate Professor,0,f,NA,Realism,US,687
rank_gender,Alexander Wendt,m,US,International Relations Theory,Assistant Professor,1,m,34,Constructivism,US,357
rank_gender,James Fearon,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,297
rank_gender,Robbie Shilliam,m,non-US,Development Studies,Other,1,m,NA,Other,US,780
rank_gender,William Thompson,m,US,International/Global Security,Assistant Professor,1,f,41,Non-paradigmatic,US,541
rank_gender,Nicholas G. Onuf,m,US,International Law,Emeritus,1,m,76,Realism,US,502
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,0,f,NA,Non-paradigmatic,US,510
rank_gender,Robert O. Keohane,m,US,International/Global Political Economy,Full Professor,1,m,NA,Liberalism,US,456
rank_gender,Carl von Clausewitz,m,NA,International/Global Security,Associate Professor,1,m,39,Non-paradigmatic,US,606
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,410
rank_gender,Kenneth Waltz,m,US,Comparative Foreign Policy,Full Professor,1,m,65,Realism,US,160
rank_gender,G. John Ikenberry,m,US,Human Rights,Full Professor,0,f,NA,Non-paradigmatic,US,607
rank_gender,Alexander Wendt,m,US,European Studies/European Integration,Full Professor,1,f,55,Constructivism,US,552
rank_gender,Douglas Massey,m,NA,Other,Full Professor,1,f,NA,Non-paradigmatic,US,576
rank_gender,Stephen M. Walt,m,US,International/Global Environmental Politics,Associate Professor,1,m,NA,Realism,US,553
rank_gender,Martha Finnemore,f,US,International Organization(s),Other,1,f,NA,Liberalism,US,174
rank_gender,Robert Jervis,m,US,NA,NA,NA,NA,NA,NA,US,77
rank_gender,Sara M. Mitchell,f,US,International/Global Political Economy,Assistant Professor,0,f,NA,Non-paradigmatic,US,54
rank_gender,Stanley Hoffmann,m,NA,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,559
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,646
rank_gender,Andrew J. Bacevich,m,US,International/Global Environmental Politics,Full Professor,0,m,NA,Constructivism,US,475
rank_gender,Peter J. Katzenstein,m,US,International Law,Full Professor,1,m,NA,Other,US,109
rank_gender,Robert Axelrod,m,US,International/Global Security,Full Professor,1,m,NA,Liberalism,US,358
rank_gender,Elinor Ostrom,f,NA,International/Global Security,Associate Professor,0,m,40,Non-paradigmatic,US,12
rank_gender,James Fearon,m,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Non-paradigmatic,US,430
rank_gender,Kenneth Waltz,m,US,International/Global Political Economy,Associate Professor,1,f,47,Non-paradigmatic,US,25
rank_gender,Jeffry Alan Frieden,m,US,International/Global Political Economy,Associate Professor,1,m,52,Liberalism,US,477
rank_gender,Robert O. Keohane,m,US,Development Studies,Associate Professor,1,m,NA,Constructivism,US,202
rank_gender,Mahmood Mamdani,m,US,Human Security,Associate Professor,0,m,NA,Other,US,44
rank_gender,Kenneth Waltz,m,US,International/Global Health,Full Professor,1,f,NA,Non-paradigmatic,US,191
rank_gender,Andrew J. Bacevich,m,US,NA,Other,0,m,NA,Realism,US,302
rank_gender,Andrew Moravcsik,m,US,International Law,Full Professor,0,m,NA,Non-paradigmatic,US,96
rank_gender,Robert O. Keohane,m,US,International Relations of a particular region/country,Full Professor,0,m,NA,Liberalism,US,226
rank_gender,James Fearon,m,US,Development Studies,Assistant Professor,1,m,NA,Non-paradigmatic,US,265
rank_gender,Richard A. Falk,m,US,International/Global Environmental Politics,Full Professor,1,m,58,Liberalism,US,705
rank_gender,Joseph S. Nye Jr.,m,US,Comparative Foreign Policy,Full Professor,1,m,NA,Constructivism,US,394
rank_gender,Joseph S. Nye Jr.,m,US,International Relations of a particular region/country,Emeritus,1,m,NA,Non-paradigmatic,US,52
rank_gender,David A. Lake,m,US,Human Rights,Assistant Professor,1,m,NA,Non-paradigmatic,US,133
rank_gender,Kathryn A. Sikkink,f,US,International Organization(s),Full Professor,1,f,NA,Constructivism,US,200
rank_gender,John J. Mearsheimer,m,US,Comparative Foreign Policy,Full Professor,1,m,72,Realism,US,63
rank_gender,Kenneth Waltz,m,US,Other,Associate Professor,1,f,NA,Liberalism,US,492
rank_gender,William Thompson,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Non-paradigmatic,US,209
rank_gender,Hans Morgenthau,m,NA,International Relations of a particular region/country,Full Professor,1,m,NA,Realism,US,519
rank_gender,Martha Finnemore,f,US,International/Global Security,Full Professor,1,m,NA,Constructivism,US,316
rank_gender,John J. Mearsheimer,m,US,International Relations of a particular region/country,Other,1,m,NA,Realism,US,192
rank_gender,Rob Walker,m,NA,International Relations Theory,Assistant Professor,1,f,NA,Constructivism,US,365
rank_gender,Kenneth Waltz,m,US,International/Global Security,Associate Professor,0,f,NA,Constructivism,US,159
rank_gender,Martha Finnemore,f,US,International Relations of a particular region/country,Full Professor,0,m,NA,Other,US,79
rank_gender,Charles Tilly,m,NA,Human Security,Associate Professor,1,m,NA,Non-paradigmatic,US,5
rank_gender,James Fearon,m,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,761
rank_gender,Martha Finnemore,f,US,International/Global Security,Associate Professor,1,m,NA,Constructivism,US,581
rank_gender,Alexander Wendt,m,US,International Relations Theory,Associate Professor,1,m,NA,Constructivism,US,151
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,770
rank_gender,Robert O. Keohane,m,US,International/Global Political Economy,Full Professor,1,m,NA,Non-paradigmatic,US,453
rank_gender,James Fearon,m,US,NA,NA,NA,NA,NA,NA,US,624
rank_gender,James Fearon,m,US,Development Studies,Associate Professor,1,m,NA,Realism,US,774
rank_gender,Kenneth Waltz,m,US,International Relations of a particular region/country,Other,0,m,NA,Realism,US,760
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Security,Full Professor,0,m,NA,Other,US,595
rank_gender,Kenneth Waltz,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Liberalism,US,676
rank_gender,Robert Jervis,m,US,International Relations of a particular region/country,Full Professor,1,m,NA,Realism,US,470
rank_gender,Patricia A. Weitsman,f,US,International/Global Security,Assistant Professor,0,f,NA,Liberalism,US,575
rank_gender,Kenneth Waltz,m,US,International/Global Security,Other,1,m,NA,Realism,US,4
rank_gender,Randall L. Schweller,m,US,Other,Full Professor,1,m,51,Constructivism,US,710
rank_gender,Robert O. Keohane,m,US,Development Studies,Assistant Professor,0,f,NA,Liberalism,US,538
rank_gender,Robert Jervis,m,US,International/Global Security,Other,1,f,NA,Realism,US,257
rank_gender,Kathryn A. Sikkink,f,US,International Organization(s),Assistant Professor,0,m,NA,Realism,US,108
rank_gender,Robert O. Keohane,m,US,Development Studies,Associate Professor,0,m,NA,Liberalism,US,359
rank_gender,Robert Jervis,m,US,U.S. Foreign Policy,Assistant Professor,1,m,44,Non-paradigmatic,US,116
rank_gender,Amitav Acharya,m,non-US,International Organization(s),Associate Professor,1,m,48,Non-paradigmatic,US,670
rank_gender,James Fearon,m,US,International Relations Theory,Full Professor,1,f,NA,Non-paradigmatic,US,321
rank_gender,Robert O. Keohane,m,US,U.S. Foreign Policy,Assistant Professor,1,m,41,Non-paradigmatic,US,322
rank_gender,Edward Hall,m,NA,Other,Other,1,f,NA,Constructivism,US,286
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,204
rank_gender,Martha Finnemore,f,US,International/Global Political Economy,Associate Professor,1,f,60,Liberalism,US,727
rank_gender,J. Ann Tickner,f,US,Human Rights,Associate Professor,1,f,NA,Other,US,590
rank_gender,James Fearon,m,US,International Relations of a particular region/country,Assistant Professor,1,m,NA,Non-paradigmatic,US,779
rank_gender,Joseph S. Nye Jr.,m,US,Other,Other,1,m,NA,Other,US,556
rank_gender,John J. Mearsheimer,m,US,International Organization(s),Full Professor,1,m,NA,Realism,US,171
rank_gender,John J. Mearsheimer,m,US,International Relations Theory,Full Professor,1,m,60,Other,US,361
rank_gender,Alexander Wendt,m,US,Human Rights,Other,1,m,NA,Constructivism,US,625
rank_gender,Kenneth Waltz,m,US,International/Global Security,Associate Professor,0,m,NA,Realism,US,752
rank_gender,Robert O. Keohane,m,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,520
rank_gender,Colin Powell,m,NA,European Studies/European Integration,Full Professor,1,m,NA,Realism,US,337
rank_gender,Peter J. Katzenstein,m,US,U.S. Foreign Policy,Full Professor,0,m,60,Constructivism,US,335
rank_gender,James Fearon,m,US,I am not an IR scholar,Assistant Professor,1,m,NA,Non-paradigmatic,US,69
rank_gender,Joseph S. Nye Jr.,m,US,International Relations of a particular region/country,Assistant Professor,0,f,NA,Constructivism,US,71
rank_gender,Helen V. Milner,f,US,International/Global Political Economy,Full Professor,1,m,NA,Liberalism,US,175
rank_gender,Robert Jervis,m,US,International Law,Other,0,m,NA,Realism,US,566
rank_gender,Cynthia Enloe,f,US,Gender in IR,Associate Professor,1,f,NA,Other,US,696
rank_gender,Alexander Wendt,m,US,International Relations of a particular region/country,Full Professor,1,f,NA,Constructivism,US,17
rank_gender,Alexander Wendt,m,US,International Law,Assistant Professor,1,m,NA,Constructivism,US,714
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Full Professor,1,m,NA,Other,US,524
rank_gender,Alexander Wendt,m,US,International/Global Security,Assistant Professor,1,m,NA,Liberalism,US,268
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,262
rank_gender,Kenneth Waltz,m,US,International/Global Political Economy,Assistant Professor,1,f,50,Realism,US,246
rank_gender,David A. Lake,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,544
rank_gender,Francis Fukuyama,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,190
rank_gender,Kenneth Waltz,m,US,International/Global Security,Full Professor,0,f,NA,Liberalism,US,724
rank_gender,John J. Mearsheimer,m,US,U.S. Foreign Policy,Associate Professor,1,f,NA,Non-paradigmatic,US,250
rank_gender,Alexander Wendt,m,US,International Organization(s),Full Professor,1,m,NA,Constructivism,US,76
rank_gender,Kenneth Waltz,m,US,U.S. Foreign Policy,Other,1,m,NA,Constructivism,US,183
rank_gender,Charlotte Epstein,f,non-US,International Relations Theory,Assistant Professor,1,m,NA,Other,US,778
rank_gender,Gene Sharp,m,NA,Gender in IR,Other,1,f,NA,Other,US,756
rank_gender,Peter J. Katzenstein,m,US,Comparative Foreign Policy,Full Professor,1,m,58,Constructivism,US,653
rank_gender,Kenneth Waltz,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,270
rank_gender,Robert O. Keohane,m,US,International Organization(s),Full Professor,1,f,39,Non-paradigmatic,US,408
rank_gender,Cynthia Enloe,f,US,European Studies/European Integration,Full Professor,1,m,NA,Constructivism,US,570
rank_gender,R. B. J. Walker,m,non-US,Other,Other,0,f,NA,Non-paradigmatic,US,35
rank_gender,Alexander Wendt,m,US,International/Global Security,Other,0,m,NA,Liberalism,US,371
rank_gender,Kenneth Waltz,m,US,Development Studies,Full Professor,1,m,NA,Non-paradigmatic,US,143
rank_gender,Anne-Marie Slaughter,f,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,491
rank_gender,Bruce Bueno de Mesquita,m,US,Comparative Foreign Policy,Full Professor,1,m,NA,Constructivism,US,213
rank_gender,Thomas Piketty,m,NA,Development Studies,Full Professor,0,m,NA,Other,US,514
rank_gender,Edward Said,m,NA,Gender in IR,Associate Professor,1,f,NA,Other,US,526
rank_gender,James Fearon,m,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,3
rank_gender,James Fearon,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Non-paradigmatic,US,141
rank_gender,Alexander Wendt,m,US,Other,Other,1,m,NA,Non-paradigmatic,US,689
rank_gender,Joannah Arendt,f,NA,Global Civil Society,Assistant Professor,0,f,NA,Constructivism,US,767
rank_gender,Nicholas G. Onuf,m,US,U.S. Foreign Policy,Assistant Professor,1,f,60,Non-paradigmatic,US,199
rank_gender,G. John Ikenberry,m,US,International/Global Political Economy,Associate Professor,1,m,52,Other,US,449
rank_gender,Bruce Martin Russett,m,US,International/Global Security,Full Professor,1,m,NA,Liberalism,US,479
rank_gender,James Fearon,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Non-paradigmatic,US,111
rank_gender,Hans Morgenthau,m,NA,U.S. Foreign Policy,Full Professor,0,m,NA,Other,US,482
rank_gender,Edward Said,m,NA,Development Studies,Full Professor,0,m,NA,Liberalism,US,372
rank_gender,J. Ann Tickner,f,US,Other,Other,0,f,NA,Other,US,672
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,611
rank_gender,Beth A. Simmons,f,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,755
rank_gender,Alexander Wendt,m,US,Other,Associate Professor,0,m,56,Constructivism,US,697
rank_gender,Walter Russell Mead,m,NA,Other,Other,1,m,NA,Realism,US,669
rank_gender,Kenneth Waltz,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,398
rank_gender,Robert E. Litan,m,NA,European Studies/European Integration,Associate Professor,1,m,NA,Liberalism,US,462
rank_gender,Henry Kissinger,m,NA,Other,Other,1,m,NA,Constructivism,US,85
rank_gender,Martha Finnemore,f,US,Comparative Foreign Policy,Associate Professor,1,m,NA,Non-paradigmatic,US,428
rank_gender,Kenneth Waltz,m,US,European Studies/European Integration,Associate Professor,1,f,NA,Liberalism,US,264
rank_gender,John J. Mearsheimer,m,US,International/Global Environmental Politics,Associate Professor,1,f,NA,Non-paradigmatic,US,467
rank_gender,James Fearon,m,US,International Law,Associate Professor,1,f,NA,Non-paradigmatic,US,20
rank_gender,Robert Jervis,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,454
rank_gender,Andreas Schedler,f,NA,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,411
rank_gender,Robert O. Keohane,m,US,Development Studies,Associate Professor,1,m,62,Constructivism,US,530
rank_gender,Jason Moore,m,NA,Development Studies,Other,1,f,NA,Other,US,399
rank_gender,Christian Davenport,m,US,Human Rights,Assistant Professor,1,m,NA,Realism,US,545
rank_gender,Charles Hermann,m,US,Other,Full Professor,1,m,54,Liberalism,US,473
rank_gender,Joseph S. Nye Jr.,m,US,NA,Emeritus,1,m,NA,Constructivism,US,137
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Other,1,m,NA,Non-paradigmatic,US,266
rank_gender,Robert Jervis,m,US,NA,NA,NA,NA,NA,NA,US,567
rank_gender,Daniel H. Nexon,m,US,U.S. Foreign Policy,Other,0,m,NA,Constructivism,US,47
rank_gender,Robert Jervis,m,US,International/Global Security,Assistant Professor,0,m,NA,Non-paradigmatic,US,325
rank_gender,Patrick T. Jackson,m,US,International/Global Security,Other,1,f,NA,Constructivism,US,389
rank_gender,James Fearon,m,US,Other,Assistant Professor,1,m,NA,Non-paradigmatic,US,443
rank_gender,Kathryn A. Sikkink,f,US,Human Rights,Full Professor,1,f,NA,Constructivism,US,291
rank_gender,Martha Finnemore,f,US,Other,Full Professor,0,f,NA,Constructivism,US,381
rank_gender,John J. Mearsheimer,m,US,I am not an IR scholar,Assistant Professor,1,m,NA,Realism,US,701
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,0,m,NA,Non-paradigmatic,US,165
rank_gender,James Fearon,m,US,Human Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,224
rank_gender,Kenneth Waltz,m,US,NA,NA,NA,NA,NA,NA,US,201
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,280
rank_gender,Robert Jervis,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,156
rank_gender,Alexander Wendt,m,US,European Studies/European Integration,Associate Professor,1,m,NA,Constructivism,US,525
rank_gender,Peter J. Katzenstein,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Liberalism,US,89
rank_gender,Kathryn A. Sikkink,f,US,Human Rights,Assistant Professor,1,f,NA,Constructivism,US,684
rank_gender,Thomas Hobbes,m,NA,International/Global Security,Associate Professor,1,m,NA,Liberalism,US,506
rank_gender,Joseph S. Nye Jr.,m,US,Comparative Foreign Policy,Emeritus,1,m,NA,Non-paradigmatic,US,164
